,facility,run,sim_day,pat_inf,hcws_inf
0,./fac19,1,2020-01-02,0,0
1,./fac19,1,2020-01-03,0,13
2,./fac19,1,2020-01-04,2,18
3,./fac19,1,2020-01-05,3,28
4,./fac19,1,2020-01-06,4,48
5,./fac19,1,2020-01-07,5,62
6,./fac19,1,2020-01-08,7,74
7,./fac19,1,2020-01-09,8,87
8,./fac19,1,2020-01-10,9,94
9,./fac19,1,2020-01-11,9,106
10,./fac19,1,2020-01-12,9,108
11,./fac19,1,2020-01-13,9,110
12,./fac19,1,2020-01-14,9,111
13,./fac19,1,2020-01-15,11,114
14,./fac19,1,2020-01-16,12,115
15,./fac19,1,2020-01-17,13,115
16,./fac19,1,2020-01-18,14,115
17,./fac19,1,2020-01-19,16,117
18,./fac19,1,2020-01-20,17,118
19,./fac19,1,2020-01-21,17,119
20,./fac19,1,2020-01-22,18,119
21,./fac19,1,2020-01-23,18,121
22,./fac19,1,2020-01-24,18,121
23,./fac19,1,2020-01-25,18,121
24,./fac19,1,2020-01-26,18,121
25,./fac19,1,2020-01-27,18,121
26,./fac19,1,2020-01-28,18,121
27,./fac19,1,2020-01-29,18,121
